text,label,label_text,text_clean
Why is this payment on my app,16,card_payment_not_recognised,why is this payment on my app
I require verification of my source of funds.,70,verify_source_of_funds,i require verification of my source of funds.
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",25,declined_card_payment,"i'm not sure why my payment has been declined? please tell me why, i thought it was all good."
I just got refunded for my purchase over two weeks ago,53,reverted_card_payment?,i just got refunded for my purchase over two weeks ago
Please help me with my card.  It won't activate.,0,activate_my_card,please help me with my card. it won't activate.
Do I need to go to a physical bank to change my PIN?,21,change_pin,do i need to go to a physical bank to change my pin?
"The expiration date for my card is coming up, how do I get a new card?",9,card_about_to_expire,"the expiration date for my card is coming up, how do i get a new card?"
Show me how can my friends top up my account.,62,topping_up_by_card,show me how can my friends top up my account.
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,8,cancel_transfer,i need help as fast as possible! i made a mistake on my most recent transfer; can you please stop it before it goes through?
I got less cash than what I specified for through the ATM.,75,wrong_amount_of_cash_received,i got less cash than what i specified for through the atm.
Does the card you sent have a tracking number?,11,card_arrival,does the card you sent have a tracking number?
I want to use auto top-up. Is there a limit?,4,automatic_top_up,i want to use auto top-up. is there a limit?
I have a transaction that shows multiple times.,63,transaction_charged_twice,i have a transaction that shows multiple times.
How can I top up my account and which currency can I use?,54,supported_cards_and_currencies,how can i top up my account and which currency can i use?
"Help me please, I need to top up cash.",58,top_up_by_cash_or_cheque,"help me please, i need to top up cash."
What US credit cards do you accept?,54,supported_cards_and_currencies,what us credit cards do you accept?
I haven't gotten my credit card in the mail.,11,card_arrival,i haven't gotten my credit card in the mail.
"I want to do a bank transfer to this bank, from an account at another bank.",65,transfer_into_account,"i want to do a bank transfer to this bank, from an account at another bank."
how much to get my card in 2 days?,12,card_delivery_estimate,how much to get my card in 2 days?
How do I add my card to the app once I get it?,13,card_linking,how do i add my card to the app once i get it?
Is there an exchange rate?,32,exchange_rate,is there an exchange rate?
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,66,transfer_not_received_by_recipient,i payed my rent to my landlord a few days ago and he is saying the it never went though. everything looks good to me and i even double checked the account number. i don't know what could be causing the confusion. can you help me please?
I need to know what foreign exchange rate I can get.,32,exchange_rate,i need to know what foreign exchange rate i can get.
"I am having issues using contactless payments, could my card be damaged?",23,contactless_not_working,"i am having issues using contactless payments, could my card be damaged?"
Why hasn't my cash arrived from a deposited check?,6,balance_not_updated_after_cheque_or_cash_deposit,why hasn't my cash arrived from a deposited check?
Where do I go to reset my passcode?,44,passcode_forgotten,where do i go to reset my passcode?
Looks like my top-up has been cancelled,59,top_up_failed,looks like my top-up has been cancelled
I have been charged a pound for something that appears on my statement,34,extra_charge_on_statement,i have been charged a pound for something that appears on my statement
I have transactions that I don't recognize - I think someone is using my card.,22,compromised_card,i have transactions that i don't recognize - i think someone is using my card.
How did you arrive at the rate of exchange? I thought that I would get more cash.,76,wrong_exchange_rate_for_cash_withdrawal,how did you arrive at the rate of exchange? i thought that i would get more cash.
